epoch,out_0,out_1,step,train_loss
0,6.811762432334945e-05,0.9800227880477905,1,0.00039908901089802384
1,-0.37877076864242554,0.9873987436294556,3,0.00015879166312515736
2,0.328998327255249,0.9855923056602478,5,0.000207581659196876
3,0.059315238147974014,0.9839099645614624,7,0.0002588892530184239
4,-0.11991089582443237,0.9817711710929871,9,0.0003322901902720332
5,-0.150468647480011,0.9789029955863953,11,0.00044508359860628843
6,-0.10888752341270447,0.9756457209587097,13,0.0005931308842264116
7,-0.043281134217977524,0.9722993969917297,15,0.0007673234213143587
8,0.015015020966529846,0.9691317081451416,17,0.0009528514347039163
9,0.051820650696754456,0.9663078784942627,19,0.0011351590510457754
10,0.06652801483869553,0.9638067483901978,21,0.0013099514180794358
11,0.06425272673368454,0.9615349173545837,23,0.0014795626047998667
12,0.05105513334274292,0.95948326587677,25,0.0016416057478636503
13,0.032316215336322784,0.9578436017036438,27,0.001777161960490048
14,0.012422751635313034,0.9570799469947815,29,0.0018421309068799019
15,-0.005182802211493254,0.9578106999397278,31,0.0017799370689317584
16,-0.017979271709918976,0.9603550434112549,33,0.001571722561493516
17,-0.024486135691404343,0.9643109440803528,35,0.0012737087672576308
18,-0.02442764677107334,0.9687667489051819,37,0.0009755159844644368
19,-0.018764978274703026,0.9729123115539551,39,0.0007337428396567702
20,-0.009485806338489056,0.976351261138916,41,0.0005592628731392324
21,0.0008416138007305562,0.9790228605270386,43,0.0004400403704494238
22,0.009655690751969814,0.9810221195220947,45,0.0003601599601097405
23,0.014988340437412262,0.9824843406677246,47,0.0003067983197979629
24,0.0159066803753376,0.9835389852523804,49,0.00027096501435153186
25,0.012692367658019066,0.9843016862869263,51,0.00024643706274218857
26,0.006703128106892109,0.9848755598068237,53,0.00022874868591316044
27,-6.350020703393966e-05,0.985350489616394,55,0.00021460815332829952
28,-0.005583375226706266,0.9857953786849976,57,0.00020177126862108707
29,-0.008412498049438,0.9862471222877502,59,0.00018914164684247226
30,-0.00808453094214201,0.9867076873779297,61,0.00017668557120487094
31,-0.00517007801681757,0.9871547818183899,63,0.00016499962657690048
32,-0.0009907876374199986,0.9875593185424805,65,0.0001547705614939332
33,0.0028917912859469652,0.9878999590873718,67,0.00014641099551226944
34,0.005221482366323471,0.9881694316864014,69,0.00013996234338264912
35,0.0054373182356357574,0.9883747100830078,71,0.00013514736201614141
36,0.0037868411745876074,0.9885332584381104,73,0.00013148615835234523
37,0.0011435868218541145,0.9886680841445923,75,0.0001284123136429116
38,-0.0013804491609334946,0.9888007640838623,77,0.00012542288459371775
39,-0.0028728595934808254,0.9889446496963501,79,0.00012222076475154608
40,-0.0029375755693763494,0.989101767539978,81,0.00011877147335326299
41,-0.0017813615268096328,0.989264190196991,83,0.00011525761510711163
42,-5.5616386816836894e-05,0.9894199371337891,85,0.00011193772661499679
43,0.0014592347433790565,0.9895588755607605,87,0.00010901707719312981
44,0.0021837186068296432,0.9896767735481262,89,0.00010656900121830404
45,0.001947626005858183,0.9897760152816772,91,0.00010452986316522583
46,0.0010049118427559733,0.9898637533187866,93,0.00010274349915562198
47,-0.0001307937054662034,0.9899487495422363,95,0.00010102763917529956
48,-0.000941174803301692,0.9900375604629517,97,9.92502027656883e-05
49,-0.001128190546296537,0.990132212638855,99,9.73732239799574e-05
50,-0.0007145192939788103,0.990230143070221,101,9.545010107103735e-05
51,1.2315506864979398e-05,0.9903265237808228,103,9.357614180771634e-05
52,0.0006676106713712215,0.9904166460037231,105,9.18406731216237e-05
53,0.0009594751172699034,0.990498423576355,107,9.02799511095509e-05
54,0.0008113581570796669,0.9905726909637451,109,8.88741560629569e-05
55,0.00036592400283552706,0.9906427264213562,111,8.755856833886355e-05
56,-0.00011415236804168671,0.9907121062278748,113,8.626496855868027e-05
57,-0.00039101659785956144,0.9907830953598022,115,8.495133079122752e-05
58,-0.000364231935236603,0.990855872631073,117,8.361506479559466e-05
59,-9.980508912121877e-05,0.9909287095069885,119,8.228830847656354e-05
60,0.0002271257108077407,0.9909994602203369,121,8.100971899693832e-05
61,0.00043793092481791973,0.9910665154457092,123,7.980714872246608e-05
62,0.00044249024358578026,0.9911296963691711,125,7.868228567531332e-05
63,0.0002726213133428246,0.9911900758743286,127,7.761476445011795e-05
64,4.679954145103693e-05,0.9912493228912354,129,7.657435344299302e-05
65,-0.00010578627552604303,0.9913086295127869,131,7.553992327302694e-05
66,-0.0001164743589470163,0.9913683533668518,133,7.450532575603575e-05
67,-4.797706878889585e-06,0.9914276599884033,135,7.348501094384119e-05
68,0.00014551880303770304,0.9914857745170593,137,7.249203918036073e-05
69,0.0002428688749205321,0.9915417432785034,139,7.154210470616817e-05
70,0.0002407132415100932,0.9915957450866699,141,7.063150405883789e-05
71,0.0001564577833050862,0.9916480183601379,143,6.975559517741203e-05
72,5.198500366532244e-05,0.9916995763778687,145,6.889703217893839e-05
73,-9.51287893258268e-06,0.9917507767677307,147,6.80496814311482e-05
74,-2.699369190395373e-07,0.9918017387390137,149,6.721149111399427e-05
75,6.106153159635141e-05,0.9918520450592041,151,6.638916966039687e-05
76,0.00012774810602422804,0.9919012784957886,153,6.558928726008162e-05
77,0.0001579718227731064,0.991949200630188,155,6.481537275249138e-05
78,0.0001386217918479815,0.9919959306716919,157,6.406512693502009e-05
79,8.95900375326164e-05,0.9920416474342346,159,6.333537749014795e-05
80,4.559688750305213e-05,0.9920868873596191,161,6.261734961299226e-05
81,3.2698280847398564e-05,0.9921315908432007,163,6.191186548676342e-05
82,5.287543899612501e-05,0.9921758770942688,165,6.121690239524469e-05
83,8.640001760795712e-05,0.9922193884849548,167,6.0537917306646705e-05
84,0.00010888947144849226,0.9922621250152588,169,5.987471013213508e-05
85,0.00010680139530450106,0.9923038482666016,171,5.9230751503491774e-05
